model,price,depreciation,mileage,eng_cap,power,reg_date,coe_left,no_of_owner,omv,arf,accessories,model_make_id,model_name,model_trim,model_year,model_body,model_engine_cyl,model_engine_fuel,model_drive,model_transmission_type,model_seats,model_weight_kg,model_fuel_cap_l
Mitsubishi Lancer 1.6A GLX ,38300,10370,142523,1584,79,30-Jan-2008,3.69,2,11676,12844,Black interior leather seats. Sports rims. Audio player. Solar film. Reverse sensor.,544.0,Lancer,39566.0,2008.0,Sedan,4.0,Gasoline,Front,Manual,5.0,1325.1700680272108,57.910500000000006
BMW X3 sDrive20i M-Sport,190800,22780,57000,1998,135,10-May-2021,7.05,2,46074,56504,"BMW touch screen iDrive, GPS and Bluetooth, electric memory seats, auto tailgate, front and rear park assist, roof rails and BMW 19"" M-Sport rims.",148.0,X3,3727.0,2021.0,Sport Utility Vehicles,4.0,Premium Unleaded (Required),Rear Wheel Drive,Automatic,5.0,2095.238095238095,65.102
Porsche Cayman 2.7A ,110800,23970,162000,2687,180,4-Nov-2008,4.62,6,67671,67671,"Carbon fibre steering wheel, brembo front and rear BBK, rear wing, sports rims.",581.0,Cayman,39848.0,2008.0,Coupe,6.0,Gasoline,Rear,Manual,2.0,1299.7732426303855,63.9665
Mercedes-Benz CLA-Class CLA180,35888,23780,140000,1595,90,21-Apr-2015,0.08,3,27462,20447,"18'' sport rims, electric memory seats, reverse camera and sensor. Keyless start/stop, factory fitted audio system, parking assistance, parktronic.",301.0,CLA-Class,22891.0,2015.0,Sedan,I4,premium unleaded (required),front wheel drive,7-speed automated manual,5.0,1484.8072562358277,49.5835
Mercedes-Benz CLA-Class CLA35 AMG 4MATIC,190000,27660,46000,1991,225,19-Feb-2020,5.91,2,43437,52812,"C&C specs, front/rear sensor, reverse camera, Apple CarPlay, keyless entry, sport/sport+ modes, wireless charging, Bluetooth, parkassist, LCD.",301.0,CLA-Class,8254.0,2020.0,Sedan,I4,premium unleaded (required),all wheel drive,7-speed automated manual,5.0,1589.5691609977323,51.0975
Mercedes-Benz C-Class C180 Coupe ,77800,15550,134397,1595,115,24-Mar-2014,5.0,4,33006,33209,"Dual electric memory seats, sports rim, factory audio system/BT/rev sensor, drive/ECO mode, rear aircon, rear boot button release, auto folding mirror",300.0,C-Class,25496.0,2014.0,Compact Cars,4.0,Premium Unleaded (Required),Rear Wheel Drive,Automatic,4.0,1604.53514739229,65.859
Mazda 3 Mild Hybrid 1.5A Elegance Sunroof,98388,15860,48000,1496,88,10-Dec-2019,5.71,1,23776,15287,"Carplay/Android Auto, lane departure warning, electric driver seat, navi, cruise control, blindspot monitor, 360 cam,Sunroof,keyless entry/start, HUD.",286.0,3,11069.0,2019.0,Hatchback,I4,regular unleaded,all wheel drive,6-speed shiftable automatic,5.0,1476.190476190476,48.0695
Mercedes-Benz E-Class E180 Avantgarde,174800,21860,63130,1497,115,30-Nov-2020,6.69,1,46412,56977,"19""sport rims, GPS/Bluetooth/audio sound system, 2 x electric memory leather seat, auto LED headlight with LED DRL, auto climatic aircon, rear aircon.",303.0,E-Class,8270.0,2020.0,Coupe,I6,premium unleaded (required),all wheel drive,9-speed shiftable automatic,4.0,2008.6167800453516,65.859
BMW 3 Series 318i Highline Sportline,154888,19550,81950,1998,115,19-Nov-2020,6.66,1,40864,49210,"19"" BBS alloys, adaptive LED headlights, navigation, Apple CarPlay, wireless charging, electric seats w/driver memory, 3 zone digital climate control.",9.0,3 Series,6483.0,2020.0,Sedan,I4,premium unleaded (recommended),rear wheel drive,8-speed shiftable automatic,5.0,1627.6643990929704,59.046
Honda Accord 2.4A ,49800,10860,155000,2354,133,21-Oct-2008,4.58,3,32101,32101,"Electric leather seats with memory, sports rims, factory fitted audio system with steering controls, solar films, fog lights, reverse sensors.",214.0,Accord,39004.0,2008.0,Sedan,4.0,Gasoline - Premium,Front,Manual,5.0,1486.6213151927436,70.02250000000001
Subaru WRX STI 2.5M,85800,33220,130000,2457,221,11-Apr-2016,2.05,2,30890,35246,"Original stock setup, STI Alcantara seats, original body kit, BBS rims.",355.0,WRX,20634.0,2016.0,Sedan,flat 4,premium unleaded (recommended),all wheel drive,6-speed manual,5.0,1482.5396825396824,60.18150000000001
Subaru Forester 2.0i-L Sunroof,62800,17290,65000,1995,110,5-Jun-2017,3.2,1,14835,14835,"Dual electric leather seats, Sunroof, multi function steering, front/rear/reverse camera and sensors, fog lights, factory fitted audio system.",354.0,Forester,17829.0,2017.0,SUV,flat 4,premium unleaded (required),all wheel drive,continuously variable-speed automatic,5.0,1656.689342403628,60.18150000000001
Mitsubishi Outlander 2.0A,85800,17370,85888,1998,110,8-Aug-2018,4.38,1,19433,19433,"Sports rims, leather seats, media player with Apple CarPlay/Android, retractable side mirrors, rear aircon, reverse camera.",322.0,Outlander Sport,14378.0,2018.0,SUV,I4,regular unleaded,four wheel drive,continuously variable-speed automatic,5.0,1474.8299319727892,59.803
Chevrolet Cruze 1.6A ,29800,13440,151331,1598,91,10-Jun-2011,2.22,3,12642,12642,"Tinted windows, reverse camera, video recorder, window visors, multi function meter, remote central locking.",473.0,Cruze,31636.0,2011.0,Hatchback,4.0,Gasoline,Front,Automatic,5.0,1406.8027210884354,59.046
Honda HR-V 1.5A LX,86000,14680,52000,1496,96,22-Apr-2019,5.08,2,21960,22744,"Keyless entry, auto fold mirrors, paddle shifter, cruise ctrl, electric parking brake, knockdown with magic seats. Very spacious rear seats.",40.0,HR-V,10433.0,2019.0,SUV,I4,regular unleaded,front wheel drive,continuously variable-speed automatic,5.0,1341.9501133786848,49.962
Porsche 911 Carrera Coupe 3.4A PDK ,298888,34370,144000,3436,257,30-Nov-2012,8.69,5,114208,114208,"Android touch screen player, GT3 front and rear bumper, reverse camera, sport exhaust, sport chrono, Porsche coloured wheel crest, 992 steering wheel.",338.0,911,30645.0,2012.0,Coupe,6.0,Gasoline,Rear,7-speed manual,4.0,1394.5578231292516,63.9665
BMW 5 Series 530e Plug-in Hybrid,136888,21780,67096,1998,185,28-Sep-2018,4.51,2,58255,76859,"Keyless entry, push-button start, 360 surround cam, GPS navi, full digital cockpit, LED adaptive-headlights, full-electric memory seat.",142.0,5 Series,12400.0,2018.0,Sedan,I4,premium unleaded (recommended),rear wheel drive,8-speed shiftable automatic,5.0,1934.6938775510205,45.7985
Toyota Camry Hybrid 2.5A G,102288,18420,55775,2487,155,23-Nov-2018,4.67,2,36007,32410,"Premium leather upholstery, reverse camera and sensors, multi function steering wheel.",84.0,Camry,14926.0,2018.0,Sedan,I4,regular unleaded,front wheel drive,8-speed shiftable automatic,5.0,1469.84126984127,54.8825
Mercedes-Benz GLC-Class GLC250 Coupe 4MATIC,128888,27660,77000,1991,155,11-Oct-2017,3.55,1,49427,61198,"Sports rims, dual electric memory seats, electric tailgate, reverse camera, cruise control, multi steering control.",307.0,GLC-Class,17205.0,2017.0,SUV,V6,premium unleaded (required),all wheel drive,9-speed shiftable automatic,5.0,1879.8185941043084,65.859
Porsche Boxster GTS 3.4A PDK ,309888,30970,60888,3436,243,8-May-2015,10.0,4,96131,145036,All original from factory as intended.,580.0,Boxster,23214.0,2015.0,Convertible,flat 6,premium unleaded (required),rear wheel drive,6-speed manual,2.0,1309.750566893424,63.9665
BMW 5 Series 530i M-Sport,191000,25250,33000,1998,185,11-Feb-2020,5.89,3,62433,84380,"20"" HRE ori rims, GPS/DVD/Bluetooth/audio sound system, 2 x electric sport seats/memory, auto parking assist, 360 degree 3D camera, LED fog lights.",142.0,5 Series,6502.0,2020.0,Sedan,I4,premium unleaded (recommended),rear wheel drive,8-speed shiftable automatic,5.0,1933.7868480725624,45.7985
Toyota Camry Hybrid 2.5A Standard,158800,19450,30000,2487,155,30-Nov-2021,7.69,1,29509,18313,"7"" touchscreen audio system, Bluetooth, smartphone connection system, multi function steering wheel, wireless charging, auto high beam.",84.0,Camry,5967.0,2021.0,Midsize Cars,4.0,Regular Unleaded,Front Wheel Driv,Automatic,5.0,1575.9637188208617,54.504000000000005
Ford Focus RS 2.5M ,99800,16220,143000,2521,224,17-May-2010,6.07,6,36283,36283,Original stock recaro seats. Stock boost gauges.,513.0,Focus,34322.0,2010.0,Sedan,4.0,Gasoline,Front,Manual,5.0,1189.5691609977323,51.0975
Lexus ES Hybrid ES300h Executive,143800,23590,70000,2487,160,18-Feb-2019,4.9,2,45594,55832,"Ventilated electric memory seats, 12.3 inch touchscreen infotainment system, wireless charging, wired Apple CarPlay and Android Auto.",268.0,ES,10923.0,2019.0,Sedan,I4,regular unleaded,front wheel drive,continuously variable-speed automatic,5.0,1679.8185941043084,49.962
BMW X5 xDrive35i 7-Seater Sunroof ,118800,17300,150000,2979,225,19-May-2011,6.86,3,73049,73049,"Electric folding mirrors, electric seats, auto headlights, reverse sensors, factory fitted audio system with reverse camera. Rear aircons.",150.0,X5,31499.0,2011.0,SUV,8.0,Gasoline,AWD,Automatic,5.0,2434.467120181406,85.16250000000001
Subaru Forester 2.0A XT Sunroof,69800,20360,131000,1998,177,6-Mar-2017,2.95,3,19363,19363,"Sunroof, leather seats, multi function steering, paddle shifters, electric seat, BT, Harmon Kardon sound system, upgraded brake kit and sports rims.",354.0,Forester,17829.0,2017.0,SUV,flat 4,premium unleaded (required),all wheel drive,continuously variable-speed automatic,5.0,1656.689342403628,60.18150000000001
Audi Q3 Sportback 1.4A TFSI S-tronic,158800,21450,50410,1395,110,26-Oct-2020,6.59,2,30408,34572,"Audi MMI with navigation and reverse camera, virtual cockpit, ambient lighting, multifunction steering wheel, 17"" sports rims.",6.0,Q3,6403.0,2020.0,SUV,I4,premium unleaded (recommended),all wheel drive,8-speed shiftable automatic,5.0,1770.9750566893424,60.18150000000001
Bentley Continental GT 4.0A V8 ,320000,33570,54000,3993,373,6-Nov-2013,9.52,4,174078,285341,"As per factory fittings. New 21"" Alloy Rims & Tyres.",654.0,Continental,26567.0,2013.0,Coupe,12.0,Premium,AWD ,6-speed automatic,5.0,2524.7165532879817,90.083
Mercedes-Benz CLA-Class CLA180 Urban,111888,18560,88000,1595,90,30-May-2019,5.19,2,27989,31185,"Dual electric/memory leather sports seats, Bluetooth interface, parking assistance, parktronic, reverse camera, knockdown rear seats.",301.0,CLA-Class,11155.0,2019.0,Sedan,I4,premium unleaded (required),all wheel drive,7-speed automated manual,5.0,1564.625850340136,56.01800000000001
Honda Accord 2.4A ,11000,14650,178000,2354,151,22-Dec-2009,0.75,5,32745,32745,"Honda Accord Type S CU2. Few on the roads. Car is in very good condition. Selling due to traveling overseas for long. Road tax renew till May. Body got at least $1k. Sincere buyers only, no agent or dealers. Can drive for one year with a peace of mind. New radiator, battery and tires change in February 2023.",214.0,Accord,36676.0,2009.0,Sedan,4.0,Gasoline,Front,Manual,5.0,1486.6213151927436,70.02250000000001
Subaru Forester 2.0A XT Sunroof,45000,24270,42000,1998,177,19-Sep-2015,0.49,2,17522,17522,"Just upgraded sound system, new head unit, front speakers, amp and sub woofer.",354.0,Forester,23453.0,2015.0,SUV,flat 4,premium unleaded (required),all wheel drive,continuously variable-speed automatic,5.0,1643.5374149659865,60.18150000000001
Audi A4 2.0A TFSI S-tronic,102388,17360,86000,1984,140,27-Dec-2018,4.76,1,33752,39253,Cruise control. 3 zone aircon. Keyless entry go. Multi function steering with paddles and more Audi tech.,104.0,A4,12263.0,2018.0,Sedan,I4,premium unleaded (recommended),all wheel drive,7-speed automated manual,5.0,1644.4444444444443,57.910500000000006
Toyota Corolla Altis 1.6A ,74800,11600,135000,1598,90,1-Nov-2010,6.44,5,16446,16446,"Leather Seats. Knockdown Rear Seats. Sports Rims, Factory Fitted Audio System, Remote Control, Solar Film.",364.0,Corolla,35377.0,2010.0,Sedan,4.0,Gasoline,Front,Manual,5.0,1244.8979591836735,49.962
Honda HR-V 1.5A LX,39888,14020,126404,1497,88,14-Mar-2016,0.97,3,23133,24387,"Bluetooth audio player, auto LED headlights, auto fold side mirrors, leather seats, dash cam, cool lite solar film, reverse sensor and cam, sunshade.",40.0,HR-V,19534.0,2016.0,SUV,I4,regular unleaded,front wheel drive,6-speed manual,5.0,1322.9024943310658,49.962
Subaru Forester 2.0A XT Sunroof,71800,19430,83113,1998,177,16-Jun-2017,3.23,3,17986,17986,"CF steering, CF gear knob, Android head unit with CarPlay 360 deg view camera, scan gauge, bonnet protector, SSR rims, ksport BBK, Bluetooth, rec cam.",354.0,Forester,17829.0,2017.0,SUV,flat 4,premium unleaded (required),all wheel drive,continuously variable-speed automatic,5.0,1656.689342403628,60.18150000000001
Maserati Ghibli 3.0A,118800,28740,88000,2979,243,19-Jan-2016,0.82,2,89201,132562,"Upgraded 20 inch sports rims, Maserati touch control plus with navigation. Android Auto/CarPlay. All round sensors with reverse camera.",282.0,Ghibli,19951.0,2016.0,Sedan,V6,premium unleaded (required),rear wheel drive,8-speed shiftable automatic,5.0,1809.5238095238092,79.8635
Rolls-Royce Phantom ,588888,58860,65500,6749,338,12-Jan-2005,10.0,2,474540,521994,"Agent unit! Rolls Royce Chrome Rims, Beautiful Handcrafted Interior Wood, Genuine Soft Leather, Auto Closing Rear Doors, Soft Close Doors, Fog Lamps.",456.0,Phantom,46347.0,2005.0,Sedan,12.0,Gasoline,Rear,Automatic,5.0,2529.251700680272,99.924
Mercedes-Benz C-Class C180 Avantgarde,163800,21190,62509,1497,115,18-Dec-2020,6.74,2,35612,41857,"Auto LED head lights, multi function steering wheel w paddle shifters, Apple CarPlay/Android Auto, keyless entry, multi-zone aircon, electric tailgate",300.0,C-Class,8244.0,2020.0,Coupe,V6,premium unleaded (required),all wheel drive,9-speed shiftable automatic,4.0,1804.53514739229,65.859
BMW 2 Series 216i Gran Tourer M-Sport,136800,17600,42489,1499,80,13-Oct-2020,6.55,2,36123,42573,"Sports rims, electric leather seats, factory fitted audio system with GPS, reverse sensors and cam, rear air con blower, electric tailgate, roof rail.",141.0,2 Series Gran Coupe,6481.0,2020.0,Sedan,I4,premium unleaded (required),all wheel drive,8-speed shiftable automatic,5.0,1602.721088435374,49.962
McLaren 720S,735800,87540,18500,3994,530,3-Aug-2020,6.36,2,213811,356860,"McLaren's signature dihedral door with soft close, design with full Nappa and Alcantara interior, orange paint ceramic brakes,",293.0,720S,8222.0,2020.0,Coupe,V8,premium unleaded (required),rear wheel drive,7-speed automated manual,2.0,1423.5827664399092,71.915
Land Rover Discovery Sport Diesel 2.0A SE,97000,19800,110000,1999,110,23-Nov-2017,3.67,4,40426,48597,"Brembo for land rovers, 12"" Android player screen Android Auto ambience light, Matrixx LED headlamps, LED taillamps. Original SVR bodykit, roof racks",63.0,Range Rover,16964.0,2017.0,SUV,V8,premium unleaded (recommended),four wheel drive,8-speed shiftable automatic,5.0,2335.6009070294785,104.8445
Audi TT Roadster 2.0A TFSI Quattro S-tronic,78999,28590,110000,1984,169,30-Oct-2015,0.6,6,52340,66212,"Sequential signal light, carbon GT wing, 19""ray rims, brembo 6/4 BBK dual rear calipers, BCBR coilovers, ttrs bumper grill,MST intake, carbon steering",134.0,TT,21234.0,2015.0,Convertible,I4,premium unleaded (recommended),all wheel drive,6-speed automated manual,2.0,1514.7392290249434,59.803
BMW 2 Series 216i Gran Tourer Luxury,94600,17400,78000,1499,75,30-Aug-2018,4.44,1,30479,34671,"Electric seats, auto tailgate, keyless entry/start, multi function steering wheel, rear aircon, electric handbrake, reverse camera.",140.0,2 Series,12364.0,2018.0,Convertible,I4,premium unleaded (recommended),rear wheel drive,8-speed shiftable automatic,4.0,1668.9342403628118,51.8545
Audi S5 Cabriolet 3.0A TFSI Quattro ,109800,15440,105000,2995,245,10-Jun-2011,7.02,3,76949,76949,"Sports Rims,soft Top Cabriolet,premium Nappa Leather Upholstery,Audi MMI W Reverse Cam/sensors,electric Memory Seat,multi Steering Ctrl,dynamic Drive.",126.0,S5,31433.0,2011.0,Hatchback,6.0,Gasoline,AWD,Manual,4.0,1954.6485260770971,63.9665
Volkswagen Golf R 5DR Sunroof ,106800,16650,138800,1984,188,20-Aug-2010,6.41,6,37774,37774,"Sunroof, Android touch screen audio system, Bluetooth. Rear down seats, custom ice sound system worth few thousand dollar.",419.0,Golf,35530.0,2010.0,Hatchback,4.0,Gasoline,Front,6-speed manual,5.0,1370.9750566893424,54.8825
Porsche 911 Carrera 3.0A,589888,64670,10000,2981,283,10-Dec-2021,7.71,1,116240,181232,"Purchase from Stuggart, authorised agent maintained car with, very low mileage, accident free, flexible financing available.",338.0,911,5668.0,2021.0,Mini Compact Cars,6.0,Premium Unleaded (Required),Rear Wheel Drive,Manual,4.0,1590.9297052154195,63.9665
Honda Civic 1.5A VTEC Turbo Sunroof,75000,16780,90000,1498,127,27-Dec-2017,3.76,2,26202,23683,"Factory electric seats and wheels, Sunroof, touchscreen infotainment with carplay, auto LED/DRL headlights, rev/side cam, parking sensors, keyless.",216.0,Civic,16503.0,2017.0,Hatchback,I4,regular unleaded,front wheel drive,continuously variable-speed automatic,5.0,1339.6825396825395,46.934000000000005
Honda Accord 2.0A VTi-S,57800,15860,110578,1997,114,27-Oct-2016,2.59,2,29444,33222,Keyless Entry-Start/Stop. Dual Aircon Climate Control. Cruise Control.,214.0,Accord,19482.0,2016.0,Coupe,I4,regular unleaded,front wheel drive,continuously variable-speed automatic,5.0,1512.9251700680272,65.102
Volkswagen Golf GTI 5DR Sunroof,43800,31090,110987,1984,155,6-Feb-2015,0.87,3,29346,33085,"18"" sports rims, leather upholstery, infotainment, GPS. Sunroof, multi function steering wheel, electric seats.",385.0,Golf GTI,23807.0,2015.0,Hatchback,I4,premium unleaded (recommended),front wheel drive,6-speed manual,5.0,1374.6031746031745,49.962
Mazda 5 2.0A Sunroof,79000,17920,93000,1998,111,28-Feb-2018,3.93,1,16868,16868,1 owner. Full agent maintenance. Ideal family MPV! Dual powered sliding doors. Evaluation/inspection welcome. Flexible financing available. Call or WhatsApp us for viewing.,291.0,MX-5 Miata,14196.0,2018.0,Convertible,I4,premium unleaded (recommended),rear wheel drive,6-speed shiftable automatic,2.0,1079.8185941043084,45.041500000000006
Porsche Panamera 3.6A PDK Sunroof ,135800,20800,109260,3605,300,24-Jun-2011,6.52,6,110306,110306,"20 inch rims, upgraded brakes, LTA approved exhaust, rear spoilers, carbon steering wheel, infortainment system, auto tailgate, electric memory seats.",342.0,Panamera,33031.0,2011.0,Hatchback,6.0,Gasoline,Rear,Manual,4.0,1819.501133786848,99.924
Mercedes-Benz GLA-Class GLA180 AMG Line,61800,19740,89000,1595,90,2-Sep-2016,2.44,3,28574,27004,"Mercedes factory fitted audio system, Bluetooth, reverse camera/sensors, LED DRL, electric tailgate, dual electrical memory seats.",305.0,GLA-Class,20068.0,2016.0,SUV,I4,premium unleaded (required),all wheel drive,7-speed automated manual,5.0,1567.8004535147393,56.01800000000001
